,author,word_count,sentence_count,type_token_ratio,vocab_size,stopword_ratio,hapax_legomena_ratio,hapax_dislegomena_ratio,average_num_syllables,std_num_syllables,average_sent_len,std_sent_len,average_syllables_vocabulary,average_word_len,std_word_len,flesch_reading_ease,dale_chall_reading_ease,gunning_fog_index,noun_count,verb_count,adj_count,adv_count,pron_count,det_count,adp_count,intj_count,num_count,part_count,propn_count,sym_count,x_count,period_count,exclam_count,quest_count,simple_count,compound_count,complex_count,compound_complex_count
95,470861,1000,153,0.398,398,0.585,0.272,0.05,1.325,0.6658641002486918,43.830065359477125,26.87560082311782,1.6306532663316582,3.906,2.176043198100626,88.10601307189545,19.75068300653595,5.25437908496732,122,110,75,94,166,72,94,0,7,52,35,1,1,160,2,6,85,19,28,21
96,470861,1000,126,0.396,396,0.554,0.26,0.053,1.331,0.6629019535346082,53.38095238095238,42.35073829360718,1.6262626262626263,4.021,2.232164644465098,86.17684444444447,19.820150793650797,6.174603174603175,130,148,60,72,179,88,105,7,9,30,33,0,0,167,5,6,63,18,19,26
97,470861,1000,131,0.44,440,0.556,0.315,0.062,1.324,0.6411115347581886,48.969465648854964,31.052513741050547,1.5477272727272726,3.94,2.1964516839666652,87.07650839694656,19.805125954198473,5.533435114503817,150,138,69,60,182,73,127,6,3,30,24,0,0,120,5,7,64,25,20,22
98,470861,1000,159,0.456,456,0.535,0.296,0.071,1.316,0.6419844234870501,40.38993710691824,28.71589570314289,1.5109649122807018,3.997,2.0935594092358594,89.11775220125786,19.73844968553459,5.075723270440252,146,135,69,77,163,81,101,11,6,37,41,0,0,148,37,16,99,18,30,12
99,470861,1000,129,0.412,412,0.585,0.268,0.063,1.29,0.5881326381013045,48.8062015503876,37.44537675882752,1.5679611650485437,3.929,2.1780631303981988,89.83278294573644,19.810996124031007,4.94077519379845,142,134,61,97,155,80,106,3,2,56,25,0,0,163,6,7,69,15,26,19
100,470861,1000,136,0.422,422,0.543,0.277,0.069,1.299,0.6337183917166994,46.31617647058823,29.31489839200477,1.5592417061611374,3.957,2.055517209852547,89.47636470588238,19.79120588235294,5.181176470588236,152,161,56,58,168,72,129,4,7,35,28,0,0,120,8,7,69,17,34,16
101,470861,1000,115,0.466,466,0.525,0.326,0.07,1.3,0.6115553940568262,55.04347826086956,34.22315293185819,1.5236051502145922,3.981,2.0071469801686175,88.02891304347827,19.85780434782609,5.478260869565218,160,148,56,56,148,87,136,2,5,27,41,0,3,101,8,6,45,23,18,29
102,470861,1000,144,0.472,472,0.508,0.348,0.053,1.335,0.6773293142925382,46.30555555555556,33.276259008191516,1.5826271186440677,4.098,2.1758667238597127,86.8453888888889,19.770944444444446,5.377777777777778,174,136,70,45,127,102,130,4,6,29,50,0,1,120,16,14,81,15,28,20
103,470861,1000,115,0.449,449,0.543,0.313,0.053,1.344,0.6925777934643876,54.25217391304348,34.34070812322508,1.5857461024498887,4.062,2.2904488643058594,84.30651304347826,19.85780434782609,6.1582608695652175,141,146,63,75,163,69,114,3,4,40,45,0,0,143,6,15,45,24,24,22
104,470861,1000,126,0.471,471,0.537,0.328,0.078,1.31,0.6339558344238185,50.26190476190476,33.56731653303589,1.5520169851380043,4.043,2.179713513285634,87.95344444444447,19.820150793650797,5.374603174603175,158,131,64,60,157,93,111,9,5,27,43,0,1,101,21,10,58,16,34,18
105,470861,1000,103,0.401,401,0.59,0.273,0.058,1.322,0.6769903987502335,60.84466019417476,32.48562259477212,1.6209476309226933,3.985,2.284901529606911,85.13943106796118,19.90805339805825,6.843495145631067,134,148,53,52,198,79,129,0,5,34,13,0,0,100,2,1,35,18,31,19
106,470861,1000,151,0.421,421,0.531,0.266,0.074,1.267,0.5600990983745645,40.41721854304636,28.235142636096523,1.477434679334917,3.869,2.0459323058205032,92.92494569536426,19.754976821192052,4.129006622516556,132,150,54,62,188,74,102,14,1,36,49,0,0,119,17,21,76,26,31,18
107,470861,1000,122,0.421,421,0.538,0.271,0.068,1.248,0.5277272022551045,49.00819672131148,29.38843753387737,1.4346793349168645,3.928,1.9674389444147942,92.93452786885247,19.83305737704918,4.798688524590164,150,150,63,55,152,88,119,4,6,34,53,0,0,127,13,12,44,32,24,22
108,470861,1000,102,0.379,379,0.558,0.233,0.059,1.286,0.6214531358034973,58.294117647058826,29.685141273990048,1.5514511873350922,3.822,2.049467247847596,88.08841960784316,19.912774509803924,6.201568627450981,138,158,52,72,176,78,125,1,4,39,20,0,0,98,1,3,35,26,17,24
109,470861,1000,133,0.429,429,0.568,0.296,0.059,1.308,0.6365029457905124,46.19548872180451,33.95075129482344,1.564102564102564,3.932,2.125882405026205,88.54662105263161,19.799432330827067,5.5675187969924815,136,132,57,74,183,81,111,4,6,40,27,0,0,102,17,29,66,15,38,14
110,470861,1000,102,0.415,415,0.548,0.274,0.063,1.338,0.6824631858203049,60.029411764705884,30.812989329480597,1.5903614457831325,4.017,2.1823636268963065,83.68921960784316,19.912774509803924,6.881568627450981,131,150,64,65,152,81,117,1,5,32,44,0,0,99,0,2,32,29,22,19
111,470861,1000,117,0.406,406,0.558,0.261,0.07,1.326,0.7236877779816375,52.111111111111114,38.19982945721491,1.5812807881773399,3.97,2.1961557321829432,85.98018632478633,19.850431623931627,6.058803418803419,133,123,79,70,162,77,101,13,7,46,47,0,1,115,9,8,61,14,20,22
112,470861,1000,162,0.458,458,0.514,0.313,0.067,1.317,0.7003649048888728,37.7962962962963,26.031353101736187,1.556768558951965,4.036,2.297107746711068,89.15136790123458,19.732672839506172,4.9091358024691365,171,147,68,73,164,70,88,12,4,36,36,0,0,202,26,18,98,31,19,14
113,470861,1000,112,0.427,427,0.56,0.286,0.067,1.29,0.6048966853934645,53.517857142857146,35.35811236044534,1.5199063231850116,3.972,2.081157370311049,88.63850000000001,19.86935714285714,5.571428571428572,134,144,53,79,170,71,113,14,6,37,31,0,0,104,10,9,45,22,26,19
114,470861,1000,118,0.421,421,0.536,0.28,0.061,1.326,0.6998028293741031,51.16101694915254,31.53205803165371,1.5961995249406176,3.989,2.1768966443081306,86.05370508474579,19.84683898305085,6.389830508474577,159,137,58,58,157,86,116,0,3,25,69,3,1,106,9,8,55,26,18,19
115,470861,1000,100,0.438,438,0.569,0.305,0.053,1.343,0.7150881064596167,61.8,41.576435633661525,1.6484018264840183,4.082,2.3317967321359725,83.06720000000001,19.9225,7.040000000000001,147,135,63,63,171,87,102,2,5,33,26,0,0,86,8,6,32,17,23,28
116,470861,1000,140,0.414,414,0.554,0.269,0.068,1.283,0.5804403500791446,41.94285714285714,30.247259953487976,1.4758454106280192,3.908,2.082675202714048,91.04320000000003,19.780785714285713,4.857142857142858,121,144,49,84,162,83,110,10,3,35,60,0,0,170,9,20,79,22,23,16
117,470861,1000,106,0.436,436,0.564,0.293,0.067,1.353,0.7073832059075195,56.10377358490566,40.86469372584636,1.621559633027523,3.995,2.073879215383577,82.79572830188681,19.89442452830189,6.413584905660378,149,137,55,63,175,79,114,8,1,27,33,0,1,94,1,11,48,17,19,22
118,470861,1000,123,0.428,428,0.564,0.282,0.065,1.307,0.610533373371186,48.02439024390244,30.716236911347902,1.530373831775701,3.974,2.0623588436545175,88.01076747967483,19.829752032520325,5.452032520325204,136,126,60,64,142,103,128,4,8,32,59,0,1,117,26,6,66,20,24,13
119,470861,1000,126,0.423,423,0.565,0.285,0.063,1.304,0.6675207861932091,45.34920634920635,33.14190687684718,1.5815602836879432,3.931,2.2543821770054873,88.46104444444447,19.820150793650797,5.654603174603174,146,111,57,71,154,86,111,7,3,38,53,1,0,110,16,32,66,13,35,12
120,554681,1000,329,0.519,519,0.439,0.394,0.067,1.651,0.9524699470324509,126.56231003039514,75.50561026367444,1.9710982658959537,5.05,2.96268459340511,64.07529361702129,19.577259878419454,8.175805471124619,218,114,99,39,52,134,148,1,7,24,111,0,2,344,11,7,121,53,74,81
121,554681,1000,245,0.519,519,0.44,0.39,0.066,1.692,0.9975650354738783,113.87755102040816,58.1470453574248,2.0366088631984587,5.024,2.8610180006424284,59.54894285714289,19.62894897959184,9.47265306122449,229,111,82,27,64,112,131,0,25,31,100,0,1,254,0,4,70,31,75,69
122,554681,1000,206,0.57,570,0.393,0.464,0.047,1.602,0.8726946774216054,125.21844660194175,66.44477851390364,1.8701754385964913,4.831,2.6571486597478886,66.3786155339806,19.667276699029124,7.981747572815533,218,80,69,18,52,120,126,1,7,19,225,0,1,245,5,7,99,35,29,43
123,554681,1000,206,0.57,570,0.393,0.464,0.047,1.602,0.8726946774216054,125.2135922330097,66.43328655744813,1.8701754385964913,4.831,2.6571486597478886,66.3786155339806,19.667276699029124,7.981747572815533,218,80,69,18,52,120,126,1,7,19,225,0,1,245,5,7,99,35,29,43
124,554681,1000,283,0.512,512,0.446,0.363,0.08,1.579,0.9031937776579287,82.09540636042402,48.717416365645924,1.83984375,4.834,2.696746929172257,69.66502756183749,19.601765017667844,7.413427561837456,219,136,80,48,95,110,122,6,6,20,64,0,1,269,2,20,122,26,81,54
125,554681,1000,217,0.55,550,0.451,0.435,0.054,1.587,0.9499636835163754,109.47465437788019,75.44907369646587,1.9145454545454546,4.862,2.714950459953183,67.89738064516129,19.655071428571432,7.80331797235023,194,111,93,54,88,107,130,0,6,26,105,2,0,203,4,17,95,34,46,42
126,554681,1000,298,0.509,509,0.467,0.376,0.062,1.487,0.7948779780570098,69.41275167785236,58.86858962219259,1.7701375245579567,4.622,2.538723301189005,77.62875973154364,19.592942953020135,5.662281879194632,219,145,78,61,122,109,97,1,7,38,40,0,0,274,7,32,181,13,73,31
127,554681,1000,298,0.509,509,0.467,0.376,0.062,1.487,0.7948779780570098,69.40268456375838,58.84394325011409,1.7701375245579567,4.622,2.538723301189005,77.62875973154364,19.592942953020135,5.662281879194632,219,145,78,61,122,109,97,1,7,38,40,0,0,274,7,32,181,13,73,31
128,554681,1000,120,0.533,533,0.445,0.399,0.07,1.507,0.8185053451261024,120.675,119.83962634148467,1.7204502814258913,4.647,2.4166900918404908,70.88446666666668,19.83983333333333,7.733333333333334,191,123,70,30,91,92,133,0,6,30,141,0,0,128,0,2,35,15,32,38
129,554681,1000,145,0.498,498,0.495,0.378,0.061,1.479,0.8340017985592117,96.51034482758621,56.31979100193629,1.7771084337349397,4.562,2.56284139189299,74.7116,19.76856896551724,7.878620689655174,222,119,56,37,98,137,131,1,10,27,69,0,1,151,0,7,42,26,40,37
130,554681,1000,166,0.543,543,0.428,0.414,0.066,1.517,0.8256579194799744,87.72289156626506,55.7083224197208,1.7734806629834254,4.741,2.634752170508642,72.38234216867474,19.725295180722895,7.209638554216868,198,126,86,51,75,132,119,2,18,30,107,1,2,167,1,5,69,17,60,20
131,554681,1000,147,0.515,515,0.429,0.371,0.061,1.532,0.8814624212069394,89.9795918367347,62.75592168039485,1.7902912621359224,4.799,2.595110594945811,70.3230380952381,19.763914965986395,8.44108843537415,184,124,72,55,116,91,123,1,20,22,127,0,0,165,0,4,63,23,32,29
132,554681,1000,99,0.62,620,0.355,0.52,0.056,1.7,0.9391485505499116,144.55555555555554,95.20580813941572,1.9209677419354838,5.147,2.6414751560444403,52.762474747474755,19.9275101010101,11.360404040404042,130,76,61,29,33,97,140,2,9,30,357,0,2,124,2,3,53,14,17,15
133,554681,1000,118,0.532,532,0.45,0.41,0.058,1.589,0.9263255367310133,107.05084745762711,56.09750099537307,1.9172932330827068,4.931,2.7914582210737096,63.80390508474579,19.84683898305085,9.309830508474576,227,81,98,38,58,123,148,1,5,28,118,0,0,145,0,1,50,15,28,25
134,554681,1000,127,0.541,541,0.464,0.42,0.059,1.565,0.9109198647521087,91.90551181102362,71.97565566905257,1.8853974121996304,4.816,2.7085317055556137,66.44387401574807,19.817051181102364,9.069606299212598,203,107,63,39,81,125,131,0,4,49,115,0,2,123,0,12,54,17,33,23
135,554681,1000,106,0.549,549,0.406,0.415,0.061,1.494,0.7483074234564294,112.10377358490567,67.66244314370529,1.7340619307832423,4.743,2.3725410428483635,70.86712830188681,19.89442452830189,7.8135849056603774,220,145,105,43,72,95,111,2,10,37,84,0,2,135,1,6,42,11,30,23
136,554681,1000,158,0.543,543,0.445,0.406,0.074,1.602,0.9537274243723936,75.29746835443038,45.73901050742534,1.839779005524862,4.874,2.7302241666207556,64.88174936708862,19.74042405063291,8.731645569620254,241,127,77,46,87,107,116,0,6,33,75,0,0,146,0,17,73,24,39,22
137,554681,1000,145,0.557,557,0.409,0.433,0.062,1.512,0.8098493687100089,80.1655172413793,40.49589400950438,1.7648114901256733,4.81,2.5616205808042687,71.91980000000001,19.76856896551724,6.918620689655173,206,131,94,53,58,99,113,1,6,30,132,0,1,154,0,4,71,20,33,21
138,554681,1000,116,0.488,488,0.462,0.364,0.057,1.524,0.8008895054874923,100.95689655172414,60.62581563495118,1.8709016393442623,4.751,2.604803063573137,69.15460000000002,19.854086206896554,8.848275862068965,256,128,80,48,55,118,133,0,4,32,43,0,0,129,1,2,37,20,30,29
139,554681,1000,112,0.536,536,0.442,0.412,0.072,1.484,0.7508288753104798,99.16964285714286,62.473692805288785,1.7537313432835822,4.644,2.3923344247826224,72.22610000000002,19.86935714285714,7.651428571428571,201,104,76,43,64,124,143,1,12,27,133,0,0,121,0,1,42,14,33,23
140,554681,1000,108,0.492,492,0.505,0.349,0.072,1.428,0.7568460873916175,96.62962962962963,51.58319289024009,1.6910569105691058,4.473,2.3709219725667903,76.62805185185186,19.88575925925926,7.543703703703705,174,132,56,48,112,98,118,3,16,39,90,0,0,103,0,4,27,10,31,40
141,554681,1000,102,0.529,529,0.408,0.401,0.065,1.669,0.954693144418666,112.86274509803921,63.49772872511859,2.0,5.053,2.8799637150492017,55.68661960784317,19.912774509803924,10.92156862745098,248,88,68,40,39,132,131,0,8,30,163,0,0,101,0,10,44,14,26,18
142,554681,1000,165,0.538,538,0.428,0.419,0.057,1.557,0.9136470872278858,63.406060606060606,43.626221885424904,1.804832713754647,4.816,2.58343647105943,68.96128484848487,19.72710606060606,7.904242424242425,158,101,85,41,68,113,126,0,5,17,199,0,0,175,0,10,104,26,27,8
143,554681,1000,155,0.514,514,0.465,0.364,0.077,1.465,0.7528446054797763,60.04516129032258,38.560608671324395,1.671206225680934,4.533,2.3771644873672497,76.34761290322584,19.746499999999997,6.700645161290322,188,115,67,42,112,104,105,1,9,21,127,1,0,145,1,24,65,24,43,23
144,554681,1000,220,0.61,610,0.341,0.507,0.061,1.725,0.9462425693235325,44.027272727272724,44.97170000848192,2.045901639344262,5.158,2.7555464067948483,56.28636363636363,19.651954545454544,8.818181818181818,184,50,110,22,24,139,119,1,11,14,302,0,0,239,1,8,199,6,11,4
145,554681,1000,104,0.612,612,0.368,0.502,0.056,1.611,0.8964814554691022,91.60576923076923,44.195896578848625,1.8660130718954249,5.038,2.8235714972353723,60.78478461538464,19.903423076923076,9.406153846153847,198,103,81,26,49,120,119,1,9,34,232,1,0,138,1,3,60,10,22,12
146,554681,1000,147,0.498,498,0.499,0.351,0.079,1.391,0.7457338667379939,54.97278911564626,36.25963546879198,1.6927710843373494,4.292,2.3737598867619276,82.25163809523812,19.763914965986395,6.08108843537415,177,152,69,58,155,84,111,4,3,35,58,0,0,160,0,12,66,21,39,21
147,554681,1000,141,0.448,448,0.538,0.305,0.066,1.336,0.6427316702948439,56.5531914893617,36.15793283410533,1.59375,4.185,2.3682852446443183,86.61081843971633,19.778273049645392,5.2368794326241135,157,126,37,57,169,96,101,11,6,39,81,1,1,121,3,18,59,20,45,17
148,554681,1000,116,0.521,521,0.432,0.391,0.055,1.53,0.9311820445004296,75.86206896551724,47.951465504145375,1.7965451055662187,4.704,3.271144142345305,68.64700000000002,19.854086206896554,8.328275862068967,200,122,81,27,91,122,120,0,6,17,134,0,0,115,2,8,55,17,31,13
149,554681,1000,105,0.517,517,0.388,0.379,0.063,1.518,0.7820971806623522,84.64761904761905,52.71522432166486,1.769825918762089,4.866,2.4285888906935233,68.74553333333336,19.898880952380956,8.08952380952381,245,116,108,48,38,105,128,2,10,29,123,0,0,117,0,2,52,14,21,18
150,554681,1000,95,0.539,539,0.45,0.42,0.064,1.56,0.9090654541890809,93.25263157894737,59.662201455766585,1.901669758812616,4.805,2.625828440702096,64.17478947368423,19.948605263157894,10.330526315789474,210,101,95,49,63,110,156,0,8,29,123,0,0,111,1,8,52,12,20,11
151,554681,1000,129,0.482,482,0.465,0.338,0.069,1.446,0.7778714546761567,63.69767441860465,42.08492791228671,1.7095435684647302,4.664,2.475298769845774,76.63518294573645,19.810996124031007,6.580775193798449,207,145,49,34,120,104,109,5,6,54,102,0,1,138,0,6,64,8,42,15
152,554681,1000,76,0.518,518,0.407,0.369,0.071,1.535,0.8606828684248339,109.30263157894737,80.41684487993304,1.7857142857142858,4.756,2.7225840666543246,63.61873684210528,20.07913157894737,9.943157894736842,205,111,91,59,67,107,117,0,6,22,136,0,3,113,0,1,28,6,20,22
153,554681,1000,98,0.573,573,0.44,0.455,0.053,1.598,0.8935300778373385,86.84693877551021,45.82204977661896,1.9022687609075044,4.923,2.697975352000088,61.28705714285715,19.932622448979593,10.281632653061225,229,106,110,53,70,120,134,1,11,26,55,0,0,96,0,10,56,11,20,11
154,554681,1000,94,0.513,513,0.466,0.387,0.054,1.489,0.8172386432370902,84.82978723404256,50.987824641348034,1.7855750487329434,4.68,2.4015828113975166,70.06772765957449,19.954159574468086,9.01531914893617,169,130,75,48,121,90,116,1,8,35,108,0,0,91,3,4,31,19,21,23
155,554681,1000,80,0.547,547,0.442,0.407,0.074,1.581,0.8622290878878999,101.625,62.41842175992597,1.8738574040219378,4.897,2.599690558508839,60.39490000000001,20.0465,10.520000000000001,176,110,73,44,77,106,103,0,10,47,149,0,0,74,0,5,28,7,20,25
156,554681,1000,79,0.505,505,0.454,0.372,0.069,1.518,0.847157600449881,98.56962025316456,63.994992593725506,1.8237623762376238,4.659,2.595904274044018,65.56409873417724,20.054348101265823,10.183291139240508,187,103,83,45,82,130,106,2,14,36,121,0,0,87,0,1,26,17,16,20
157,554681,1000,97,0.478,478,0.453,0.325,0.082,1.458,0.7747489916095405,80.0618556701031,60.07157490877366,1.7322175732217573,4.512,2.4359507384181645,73.02428247422684,19.93784020618557,8.403711340206186,166,137,47,41,111,109,119,0,1,30,155,0,0,99,2,2,43,10,25,19
158,554681,1000,83,0.511,511,0.447,0.385,0.068,1.609,0.924185587422786,95.72289156626506,56.8399387104059,1.9647749510763208,4.795,2.692392059117691,58.48468433734942,20.024090361445786,11.739277108433734,234,104,87,29,66,146,141,0,8,25,108,0,0,83,0,2,54,5,13,11
159,554681,1000,87,0.557,557,0.394,0.427,0.065,1.564,0.8808541309433703,94.34482758620689,48.96886826804385,1.8420107719928187,4.986,2.6026532615775,62.853933333333345,19.996614942528737,9.957701149425288,205,99,72,34,52,92,141,1,5,36,209,3,0,92,0,2,44,17,17,9
160,1151815,1000,1147,0.512,512,0.429,0.388,0.067,1.376,0.6652999323613373,49.43504795117698,34.27355350681664,1.6171875,4.48,2.2435685859808254,89.54048282476026,19.469743243243244,2.4687358326068005,188,147,87,49,91,116,153,4,9,19,83,0,0,1269,17,115,754,186,140,67
161,1151815,1000,956,0.526,526,0.452,0.392,0.061,1.494,0.8233856933418263,58.57008368200837,58.01572705900932,1.693916349809886,4.796,2.9923876754190792,79.38088451882847,19.478382845188285,4.8184100418410045,148,173,62,84,150,76,109,8,5,37,90,0,0,1715,3,70,602,120,147,87
162,1151815,1000,1008,0.447,447,0.437,0.265,0.106,1.415,0.6976926257314175,47.77579365079365,40.69962717455648,1.5950782997762865,4.554,2.2958841434183914,86.11905555555556,19.475706349206348,3.2768253968253966,180,127,73,53,112,101,142,11,0,15,121,0,0,1087,16,110,712,107,133,56
163,1151815,1000,696,0.504,504,0.441,0.364,0.064,1.361,0.6266410455755353,58.61494252873563,40.99531800779103,1.5634920634920635,4.352,2.2418956264732754,90.23606666666667,19.497764367816092,2.694712643678161,153,142,75,73,113,86,130,3,8,29,120,0,2,820,7,24,450,93,102,51
164,1151815,1000,569,0.508,508,0.445,0.374,0.063,1.406,0.7177492598393954,66.84358523725835,43.3638523320898,1.6377952755905512,4.535,2.6860333207166285,86.10356871704748,19.513670474516697,3.7029876977152902,208,146,67,47,93,119,135,0,2,20,88,0,1,759,13,32,269,122,107,71
165,1151815,1000,640,0.44,440,0.422,0.287,0.073,1.398,0.6852707494122304,57.75625,37.424131064561806,1.6,4.281,2.264075749616165,86.97826250000003,19.504,3.1850000000000005,140,161,62,63,73,85,145,0,1,30,182,0,0,729,2,51,399,89,92,60
166,1151815,1000,815,0.489,489,0.479,0.347,0.075,1.308,0.5806341360960446,41.350920245398775,31.690288748978592,1.4805725971370143,4.17,2.116860883478175,94.93280122699387,19.487358895705523,1.9707975460122698,175,144,48,61,131,94,149,2,8,22,88,0,1,885,12,87,574,85,108,48
167,1151815,1000,399,0.486,486,0.464,0.351,0.063,1.369,0.6394051923467623,76.66165413533835,56.01725752947467,1.5802469135802468,4.271,2.1820996769167076,88.47374035087722,19.550810776942356,3.4025062656641603,194,144,51,63,106,109,143,8,2,30,82,0,0,634,3,29,192,85,66,56
168,1151815,1000,558,0.449,449,0.447,0.27,0.104,1.418,0.7329911322792384,50.46236559139785,36.62492026432461,1.5612472160356348,4.564,2.2794525658587412,85.05320358422941,19.51538888888889,4.036845878136201,219,131,53,57,87,117,142,3,3,21,101,0,0,680,2,28,383,76,63,36
169,1151815,1000,626,0.491,491,0.449,0.36,0.064,1.443,0.711864453389829,45.01597444089457,36.70771872272673,1.6354378818737272,4.52,2.2546840133375676,83.1357942492013,19.505733226837062,4.398977635782749,208,152,83,44,87,130,135,6,5,14,70,1,0,677,5,73,426,79,82,39
170,1151815,1000,436,0.465,465,0.45,0.329,0.063,1.529,0.902861561924086,60.591743119266056,41.914048417680924,1.8279569892473118,4.625,2.5609324473714645,75.15361834862387,19.54026146788991,6.037431192660551,158,117,58,55,63,129,147,5,12,17,150,0,0,482,0,24,246,62,81,47
171,1151815,1000,494,0.471,471,0.475,0.335,0.058,1.391,0.6558345828027065,48.59514170040486,38.438473587026955,1.6008492569002124,4.33,2.202067210600076,87.10174412955467,19.526904858299595,3.1697165991902834,204,119,65,65,115,103,136,12,2,28,61,0,0,613,1,51,274,64,110,46
172,1151815,1000,504,0.441,441,0.473,0.299,0.061,1.3,0.5830951894845301,47.99603174603175,34.39713189592497,1.4807256235827664,4.092,1.8914375485328614,94.84111111111113,19.5249126984127,2.5536507936507937,149,171,72,73,137,92,109,5,11,26,71,1,0,573,6,73,336,70,71,27
173,1151815,1000,394,0.53,530,0.463,0.399,0.069,1.481,0.8010237199983531,61.89340101522843,53.092284440522036,1.6886792452830188,4.583,2.5217277807090914,78.9662578680203,19.5523883248731,5.0552284263959395,216,137,72,50,94,129,148,5,7,22,57,0,0,629,0,46,236,46,65,47
174,1151815,1000,381,0.488,488,0.442,0.348,0.075,1.375,0.6636075647549536,58.889763779527556,46.36977277255433,1.5717213114754098,4.388,2.084575736211088,87.84595800524937,19.55668372703412,3.8898687664041995,191,142,68,65,101,117,149,9,6,22,60,0,0,360,12,39,222,46,77,36
175,1151815,1000,355,0.503,503,0.459,0.364,0.068,1.379,0.7398371442418933,59.45070422535211,51.99176227609994,1.6003976143141152,4.334,2.325606157542588,87.31244507042254,19.566218309859156,4.086760563380281,222,121,83,66,100,123,141,9,3,22,51,1,0,460,5,31,216,57,48,34
176,1151815,1000,441,0.517,517,0.456,0.379,0.072,1.398,0.702563876099533,48.229024943310655,37.78978339420904,1.622823984526112,4.53,2.341174918710689,86.26261269841274,19.5389716553288,3.50702947845805,230,129,61,47,89,129,148,6,6,26,73,1,0,488,7,57,287,54,68,32
177,1151815,1000,351,0.52,520,0.464,0.391,0.06,1.371,0.6777602821057015,56.38746438746439,44.99950315785565,1.5903846153846153,4.481,2.2626619279070397,87.95666210826211,19.567810541310543,3.89960113960114,227,129,64,51,98,126,130,5,11,38,52,0,0,497,6,28,244,56,36,15
178,1151815,1000,366,0.503,503,0.476,0.371,0.059,1.404,0.6788107247237628,52.73770491803279,40.19354880107506,1.658051689860835,4.525,2.3262362304804727,85.28337595628416,19.56201912568306,3.892896174863388,218,143,67,57,119,131,138,4,3,27,50,0,1,455,1,22,254,42,42,28
179,1151815,1000,297,0.495,495,0.484,0.35,0.07,1.39,0.6898550572402873,62.36700336700337,45.44723497765806,1.6020202020202021,4.368,2.3551169822325173,85.8234915824916,19.59350336700337,4.346801346801347,171,141,72,44,117,99,136,5,2,33,98,0,1,376,5,30,168,29,62,38
180,1151815,1000,302,0.553,553,0.43,0.417,0.079,1.479,0.8194870346747409,62.66225165562914,67.73696569881444,1.678119349005425,4.697,2.5630433082568076,78.35067284768212,19.590738410596025,5.0845033112582785,210,157,55,66,92,110,147,4,3,23,74,0,2,545,2,21,203,31,38,30
181,1151815,1000,381,0.561,561,0.429,0.443,0.061,1.383,0.7129593256280473,46.85301837270341,34.239996298663215,1.5953654188948307,4.423,2.1757920396949704,87.16915800524937,19.55668372703412,4.009868766404199,209,138,87,65,92,125,129,4,5,29,57,0,0,409,1,20,265,43,43,30
182,1151815,1000,258,0.478,478,0.473,0.345,0.058,1.379,0.6821722656338353,68.17054263565892,53.26184026474974,1.596234309623431,4.383,2.2014338509253464,86.23749147286824,19.618748062015506,4.790387596899225,197,161,56,65,84,122,130,2,9,28,54,0,0,342,10,11,137,54,38,29
183,1151815,1000,325,0.553,553,0.425,0.417,0.075,1.386,0.7092277490341167,54.32,38.76321491787324,1.620253164556962,4.465,2.238476044097859,86.4563230769231,19.579115384615385,4.150769230769231,233,139,64,62,95,114,132,19,13,32,59,0,1,379,0,41,217,45,49,14
184,1151815,1000,282,0.514,514,0.449,0.372,0.075,1.389,0.7011982601233405,57.312056737588655,38.788686431234176,1.5817120622568093,4.382,2.165196526876948,85.72630921985817,19.6023865248227,4.418439716312057,201,138,73,59,98,117,148,4,8,32,59,0,0,288,0,20,172,26,63,21
185,1151815,1000,344,0.493,493,0.438,0.368,0.064,1.365,0.6525143676579084,43.74418604651163,35.335332487637615,1.5740365111561867,4.361,2.0829495913247635,88.40541860465117,19.57068604651163,3.6027906976744184,214,170,50,43,127,98,143,6,9,19,73,0,0,371,4,31,228,65,24,27
186,1151815,1000,296,0.523,523,0.461,0.397,0.068,1.372,0.6881976460291042,51.58108108108108,39.534797111089965,1.6022944550669216,4.418,2.268760895290643,87.33474594594594,19.59406756756757,4.191351351351352,225,110,107,53,81,134,150,5,4,18,46,0,0,488,14,25,180,52,42,22
187,1151815,1000,317,0.522,522,0.453,0.388,0.062,1.433,0.7439831987350252,49.198738170347006,36.01964411005092,1.6551724137931034,4.51,2.3562470159132296,82.40130725552052,19.58296687697161,5.021829652996846,195,139,63,58,109,93,141,14,5,29,71,0,2,355,2,29,228,33,40,16
188,1151815,1000,316,0.504,504,0.471,0.365,0.072,1.418,0.7178272772749723,47.90506329113924,34.698390867495036,1.6686507936507937,4.416,2.212,83.66017468354431,19.583462025316457,4.305822784810127,177,143,76,66,126,100,139,4,7,30,53,0,1,348,0,34,190,46,54,26
189,1151815,1000,269,0.49,490,0.427,0.349,0.078,1.518,0.8376610292952633,58.54646840148699,46.156541024532736,1.7693877551020407,4.757,2.571760292095669,74.63896579925651,19.610886617100373,5.766988847583644,229,130,93,77,41,135,128,3,4,15,68,0,0,308,0,18,172,45,28,24
190,1151815,1000,300,0.535,535,0.44,0.397,0.068,1.412,0.7030334273702781,51.02,40.457956778199595,1.6,4.536,2.2460418517917247,83.99646666666669,19.591833333333334,4.253333333333333,191,148,76,50,113,101,138,6,12,21,82,0,0,364,0,18,198,41,47,14
